timestep,alphat_eff_gamelength_5,runtime_gamelength_5,game_length,winner,runtime,T_terminal,trajectory_0,trajectory_1,payoff_total,coll_payoff_0,coll_payoff_1,final_lead_payoff_0,final_lead_payoff_1,alphat_eff_gamelength_4,runtime_gamelength_4,alphat_eff_gamelength_3,runtime_gamelength_3,collisions,data_of_agent,run_num,alphat_eff_gamelength_2,runtime_gamelength_2
5,,,3,"[0, 0]",5.085639715194702,1,"[[3.0, 2.0, 1.5707963267948961, 0], [3.0, 2.0, 1.5707963267948961, 1]]","[[4.0, 1.0, -1.5707963267948961, 0], [4.0, 1.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.728037936114843, 0.7719620636601561]]",[1.0],[1.0],[0.45607587244809805],[0.543924127551901],1.0,2.8250622749328613,,,0,0,1,,
6,,,3,"[0, 0]",4.660109043121338,1,"[[3.0, 2.0, 1.5707963267948961, 0], [3.0, 3.0, 1.5707963267948961, 1]]","[[4.0, 1.0, -3.141592653589793, 0], [4.0, 1.0, -3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.728037936114843, 0.7719620636601561]]",[1.0],[1.0],[0.45607587244809805],[0.543924127551901],1.0,2.733400821685791,,,0,0,1,,
7,,,3,"[0, 0]",5.178258657455444,1,"[[3.0, 3.0, 1.5707963267948961, 0], [3.0, 5.0, 3.141592653589793, 1]]","[[4.0, 1.0, -4.71238898038469, 0], [4.0, 2.0, -4.71238898038469, 1]]","[[0.499999999925, 0.499999999925], [0.7389267473744431, 0.761073252400556]]",[1.0],[1.0],[0.47785349497056406],[0.522146505029435],1.0,2.665678024291992,,,0,0,1,,
8,,,3,"[0, 0]",4.734426021575928,1,"[[3.0, 5.0, 3.141592653589793, 0], [1.0, 5.0, 1.5707963267948961, 1]]","[[4.0, 2.0, -3.141592653589793, 0], [2.0, 1.9999999999999991, -4.71238898038469, 1]]","[[0.499999999925, 0.499999999925], [0.7278903831120781, 0.7721096166629211]]",[1.0],[1.0],[0.455780766442523],[0.544219233557476],1.0,2.708196878433227,,,0,0,1,,
9,1.0,3.183537721633911,4,"[0, 0]",5.6341681480407715,1,"[[1.0, 5.0, 1.5707963267948961, 0], [1.0, 5.0, 1.5707963267948961, 1]]","[[2.0, 1.9999999999999991, -1.5707963267948961, 0], [2.0, 1.9999999999999991, -3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.7278903831120781, 0.7721096166629211]]",[1.0],[1.0],[0.455780766442523],[0.544219233557476],,,,,0,0,1,,
0,0.9578262852211511,0.960850477218627,4,"[0, 0]",3.591946125030517,1,"[[1.0, 2.0, 0.0, 0], [3.0, 2.0, 1.5707963267948961, 1]]","[[1.0, 4.0, 0.0, 0], [2.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.782297551159386, 0.717702448615613]]",[1.0],[1.0],[0.564595102553461],[0.43540489744653804],,,,,0,1,1,,
1,,,3,"[0, 0]",3.033258914947509,1,"[[3.0, 2.0, 0.0, 0], [4.0, 2.0, -1.5707963267948961, 1]]","[[2.0, 4.0, 0.0, 0], [4.0, 4.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7606674816429511, 0.739332518132048]]",[1.0],[1.0],[0.521334963514103],[0.47866503648589603],0.9363291775690441,0.9019138813018791,,,0,1,1,,
2,,,3,"[0, 0]",3.03152847290039,1,"[[3.0, 2.0, 1.5707963267948961, 0], [3.0, 3.0, 1.5707963267948961, 1]]","[[4.0, 4.0, -1.5707963267948961, 0], [4.0, 2.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.728037936114843, 0.7719620636601561]]",[1.0],[1.0],[0.45607587244809805],[0.543924127551901],0.9363291775690441,0.829636335372924,,,0,1,1,,
3,,,3,"[0, 0]",3.750861406326294,1,"[[3.0, 2.0, 3.141592653589793, 0], [2.0, 2.0, 3.141592653589793, 1]]","[[4.0, 2.0, -1.5707963267948961, 0], [4.0, 1.0, -3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.706260313595644, 0.7937396861793561]]",[1.0],[1.0],[0.41252062740316603],[0.587479372596833],0.9922778767136671,1.157782316207885,,,0,1,1,,
4,,,3,"[0, 0]",4.35193133354187,1,"[[3.0, 2.0, 1.5707963267948961, 0], [3.0, 2.0, 1.5707963267948961, 1]]","[[4.0, 1.0, -3.141592653589793, 0], [4.0, 1.0, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.728037936114843, 0.7719620636601561]]",[1.0],[1.0],[0.45607587244809805],[0.543924127551901],1.0,1.317284107208252,,,0,1,1,,
5,,,3,"[0, 0]",3.519779682159424,1,"[[3.0, 2.0, 1.5707963267948961, 0], [3.0, 3.0, 3.141592653589793, 1]]","[[4.0, 1.0, -1.5707963267948961, 0], [4.0, 1.0, -3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.728037936114843, 0.7719620636601561]]",[1.0],[1.0],[0.45607587244809805],[0.543924127551901],1.0,1.176156520843505,,,0,1,1,,
6,,,3,"[0, 0]",3.2174453735351562,1,"[[3.0, 2.0, 1.5707963267948961, 0], [3.0, 2.0, 3.141592653589793, 1]]","[[4.0, 1.0, -3.141592653589793, 0], [4.0, 1.0, -4.71238898038469, 1]]","[[0.499999999925, 0.499999999925], [0.728037936114843, 0.7719620636601561]]",[1.0],[1.0],[0.45607587244809805],[0.543924127551901],1.0,0.9359083175659181,,,0,1,1,,
7,,,3,"[0, 0]",3.429124355316162,1,"[[3.0, 3.0, 1.5707963267948961, 0], [3.0, 5.0, 0.0, 1]]","[[4.0, 1.0, -4.71238898038469, 0], [4.0, 2.0, -3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.7389267473744431, 0.761073252400556]]",[1.0],[1.0],[0.47785349497056406],[0.522146505029435],1.0,0.8981709480285641,,,0,1,1,,
8,,,3,"[0, 0]",3.601765155792236,1,"[[3.0, 5.0, 3.141592653589793, 0], [2.0, 5.0, 3.141592653589793, 1]]","[[4.0, 2.0, -3.141592653589793, 0], [2.0, 1.9999999999999991, -1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7605568168908771, 0.739443182884122]]",[1.0],[1.0],[0.521113634009922],[0.47888636599007706],1.0,1.071728944778442,,,0,1,1,,
9,1.0,1.290098667144775,4,"[0, 0]",3.75072169303894,1,"[[1.0, 5.0, 1.5707963267948961, 0], [1.0, 5.0, 1.5707963267948961, 1]]","[[2.0, 1.9999999999999991, -1.5707963267948961, 0], [2.0, 1.9999999999999991, -3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.7278903831120781, 0.7721096166629211]]",[1.0],[1.0],[0.455780766442523],[0.544219233557476],,,,,0,1,1,,
0,0.9578262852211511,2.713226079940796,4,"[0, 0]",5.517569065093994,1,"[[1.0, 2.0, 0.0, 0], [3.0, 2.0, 0.0, 1]]","[[1.0, 4.0, 0.0, 0], [2.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.782297551159386, 0.717702448615613]]",[1.0],[1.0],[0.564595102553461],[0.43540489744653804],,,,,0,0,4,,
1,,,3,"[0, 0]",4.286398649215698,1,"[[3.0, 2.0, 0.0, 0], [4.0, 2.0, 1.5707963267948961, 1]]","[[1.0, 4.0, 0.0, 0], [1.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.8257790196964021, 0.6742209800785971]]",[1.0],[1.0],[0.651558039640539],[0.34844196035946],0.9363291775690441,2.192552804946899,,,0,0,4,,
2,,,2,"[0, 0]",3.279390573501587,1,"[[4.0, 2.0, 1.5707963267948961, 0], [4.0, 3.0, 3.141592653589793, 1]]","[[3.0, 4.0, 1.5707963267948961, 0], [3.0, 5.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7823713276607681, 0.7176286721142311]]",[1.0],[1.0],[0.564742655556248],[0.435257344443751],,,0.787838597158335,1.736634492874145,0,0,4,,
3,,,2,"[0, 0]",3.463320970535278,1,"[[4.0, 3.0, 3.141592653589793, 0], [3.0, 3.0, 4.71238898038469, 1]]","[[3.0, 4.0, 3.141592653589793, 0], [2.0, 4.0, 4.71238898038469, 1]]","[[0.499999999925, 0.499999999925], [0.782297551159386, 0.717702448615613]]",[1.0],[1.0],[0.564595102553461],[0.43540489744653804],,,0.824163383692134,1.855845212936401,0,0,4,,
4,,,3,"[0, 0]",4.306437969207764,1,"[[3.0, 3.0, 4.71238898038469, 0], [3.0, 3.0, 3.141592653589793, 1]]","[[3.0, 4.0, 3.141592653589793, 0], [3.0, 4.0, 3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.7605937051415691, 0.7394062946334311]]",[1.0],[1.0],[0.521187410511316],[0.47881258948868305],0.9701425001453311,2.177094221115112,,,0,0,4,,
5,,,3,"[0, 0]",4.190626621246338,1,"[[3.0, 3.0, 3.141592653589793, 0], [1.0, 3.0, 4.71238898038469, 1]]","[[3.0, 4.0, 1.5707963267948961, 0], [3.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7170384601031691, 0.78296153967183]]",[1.0],[1.0],[0.434076920421451],[0.565923079578548],0.9701425001453311,2.205455541610717,,,0,0,4,,
6,,,3,"[0, 0]",4.118977069854736,1,"[[1.0, 3.0, 4.71238898038469, 0], [0.9999999999999991, 1.0, 4.71238898038469, 1]]","[[3.0, 4.0, 1.5707963267948961, 0], [3.0, 5.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.7170384601031691, 0.78296153967183]]",[1.0],[1.0],[0.434076920421451],[0.565923079578548],0.843274042711567,2.220771074295044,,,0,0,4,,
7,,,3,"[0, 0]",3.854126930236816,1,"[[0.9999999999999991, 1.0, 4.71238898038469, 0], [0.9999999999999991, 1.0, 3.141592653589793, 1]]","[[3.0, 5.0, 3.141592653589793, 0], [3.0, 5.0, 3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.7170384601031691, 0.78296153967183]]",[1.0],[1.0],[0.434076920421451],[0.565923079578548],0.8122769321068951,2.195916175842285,,,0,0,4,,
8,0.9284766908852591,3.052171945571899,4,"[0, 0]",5.049810171127319,1,"[[0.9999999999999991, 1.0, 3.141592653589793, 0], [0.9999999999999991, 1.0, 1.5707963267948961, 1]]","[[2.0, 5.0, 3.141592653589793, 0], [1.0, 5.0, 4.71238898038469, 1]]","[[0.499999999925, 0.499999999925], [0.7604461521388031, 0.739553847636196]]",[1.0],[1.0],[0.5208923045057411],[0.479107695494258],,,,,0,0,4,,
9,0.9284766908852591,3.028974771499634,4,"[0, 0]",5.63953709602356,1,"[[0.9999999999999991, 1.0, 1.5707963267948961, 0], [0.9999999999999991, 2.0, 0.0, 1]]","[[1.0, 5.0, 3.141592653589793, 0], [1.0, 5.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7604461521388031, 0.739553847636196]]",[1.0],[1.0],[0.5208923045057411],[0.479107695494258],,,,,0,0,4,,
0,0.9578262852211511,1.057633876800537,4,"[0, 0]",3.650864362716675,1,"[[1.0, 2.0, 0.0, 0], [3.0, 2.0, 0.0, 1]]","[[1.0, 4.0, 0.0, 0], [1.0, 4.0, 0.0, 1]]","[[0.499999999925, 0.499999999925], [0.8040013971772031, 0.695998602597797]]",[1.0],[1.0],[0.608002794595606],[0.39199720540439303],,,,,0,1,4,,
1,,,3,"[0, 0]",3.19728946685791,1,"[[3.0, 2.0, 0.0, 0], [4.0, 2.0, 0.0, 1]]","[[1.0, 4.0, 0.0, 0], [3.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7823713276607681, 0.7176286721142311]]",[1.0],[1.0],[0.564742655556248],[0.435257344443751],0.9363291775690441,0.8940734863281251,,,0,1,4,,
2,,,2,"[0, 0]",2.30067491531372,1,"[[4.0, 2.0, 1.5707963267948961, 0], [4.0, 4.0, 0.0, 1]]","[[3.0, 4.0, 1.5707963267948961, 0], [3.0, 4.0, 3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.7932601389203681, 0.706739860854631]]",[1.0],[1.0],[0.5865202780787151],[0.413479721921284],,,0.787838597158335,0.7226841449737541,0,1,4,,
3,,,2,"[0, 0]",2.370957136154175,1,"[[4.0, 3.0, 3.141592653589793, 0], [4.0, 3.0, 4.71238898038469, 1]]","[[3.0, 4.0, 3.141592653589793, 0], [3.0, 4.0, 3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.7823713276607681, 0.7176286721142311]]",[1.0],[1.0],[0.564742655556248],[0.435257344443751],,,0.824163383692134,0.715212106704711,0,1,4,,
4,,,3,"[0, 0]",2.977962970733642,1,"[[3.0, 3.0, 4.71238898038469, 0], [2.999999999999999, 1.0, 4.71238898038469, 1]]","[[3.0, 4.0, 3.141592653589793, 0], [3.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.749704893881969, 0.7502951058930301]]",[1.0],[1.0],[0.49940978798884905],[0.5005902120111501],0.9701425001453311,0.9062442779541011,,,0,1,4,,
5,,,3,"[0, 0]",2.915420532226562,1,"[[3.0, 3.0, 3.141592653589793, 0], [3.0, 3.0, 3.141592653589793, 1]]","[[3.0, 4.0, 1.5707963267948961, 0], [3.0, 4.0, 1.5707963267948961, 1]]","[[0.499999999925, 0.499999999925], [0.7605937051415691, 0.7394062946334311]]",[1.0],[1.0],[0.521187410511316],[0.47881258948868305],0.9701425001453311,0.902867078781127,,,0,1,4,,
6,,,3,"[0, 0]",2.828741788864135,1,"[[1.0, 3.0, 4.71238898038469, 0], [0.9999999999999991, 2.0, 0.0, 1]]","[[3.0, 4.0, 1.5707963267948961, 0], [3.0, 5.0, 3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.7170384601031691, 0.78296153967183]]",[1.0],[1.0],[0.434076920421451],[0.565923079578548],0.843274042711567,0.9496517181396481,,,0,1,4,,
7,,,3,"[0, 0]",2.578485965728759,1,"[[0.9999999999999991, 1.0, 4.71238898038469, 0], [0.9999999999999991, 1.0, 4.71238898038469, 1]]","[[3.0, 5.0, 3.141592653589793, 0], [2.0, 5.0, 3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.738742306120986, 0.7612576936540131]]",[1.0],[1.0],[0.477484612463596],[0.522515387536403],0.8122769321068951,0.8951220512390131,,,0,1,4,,
8,0.9284766908852591,1.249167680740356,4,"[0, 0]",3.650024890899658,1,"[[0.9999999999999991, 1.0, 3.141592653589793, 0], [0.9999999999999991, 1.0, 1.5707963267948961, 1]]","[[2.0, 5.0, 3.141592653589793, 0], [1.0, 5.0, 3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.7604461521388031, 0.739553847636196]]",[1.0],[1.0],[0.5208923045057411],[0.479107695494258],,,,,0,1,4,,
9,0.9284766908852591,1.079015016555786,4,"[0, 0]",3.478508710861206,1,"[[0.9999999999999991, 1.0, 1.5707963267948961, 0], [0.9999999999999991, 3.0, 3.141592653589793, 1]]","[[1.0, 5.0, 3.141592653589793, 0], [1.0, 5.0, 3.141592653589793, 1]]","[[0.499999999925, 0.499999999925], [0.7604461521388031, 0.739553847636196]]",[1.0],[1.0],[0.5208923045057411],[0.479107695494258],,,,,0,1,4,,
